concept	lang	token	priority	head_lemma	parts
Predation#adaptation	en	predator	0	predator NOUN	
Running#adaptation	en	adapted to running	0	adapt VERB	to SCONJ mark> run VERB | run VERB advcl> adapt VERB
Scavenger#adaptation	en	scavenger	0	scavenger NOUN	
Semelparity_and_iteroparity#adaptation	en	semelparous	0	semelparous ADJ	
Sessility_zoology#adaptation	en	sessile	0	sessile NOUN	
Spawn_biology#adaptation	en	spawning	0	spawning NOUN	
Swarm#adaptation	en	swarming	0	swarming NOUN	
Symbiosis#adaptation	en	symbiotic	0	symbiotic NOUN	
Territory_animal#adaptation	en	territorial	0	territorial ADJ	
Torpor#adaptation	en	torpor	0	torpor NOUN	
Troglobite#adaptation	en	cave dweller	0	dweller NOUN	cave NOUN compound> dweller NOUN
Venom#adaptation	en	venomous	0	venomous NOUN	
Actinopterygii#class	en	actinopterygii	0	actinopterygii NOUN	
Actinopterygii#class	en	ray-finned fishes	0	fishes NOUN	ray NOUN obl:npmod> finn VERB | - PUNCT punct> finn VERB | finn VERB amod> fishes NOUN
Amphibian#class	en	amphibia	0	amphibia NOUN	
Amphibian#class	en	amphibians	0	amphibian NOUN	
Arachnid#class	en	arachnids	0	arachnid NOUN	
Bird#class	en	aves	0	ave NOUN	
Bird#class	en	birds	0	bird NOUN	
Bivalvia#class	en	bivalvia	0	bivalvia NOUN	
Cephalaspidomorphi#class	en	cephalaspidomorphi	0	cephalaspidomorphi NOUN	
Cephalaspidomorphi#class	en	lampreys	0	lamprey NOUN	
Cephalopod#class	en	cephalopoda	0	cephalopoday NOUN	
Cephalopod#class	en	cephalopods	0	cephalopod NOUN	
Chondrichthyes#class	en	cartilaginous fish	0	fish NOUN	cartilaginous ADJ amod> fish NOUN
Clitellata#class	en	clitellata	0	clitellata NOUN	
Dicotyledon#class	en	dicotyledons	0	dicotyledon NOUN	
Dicotyledon#class	en	dicots	2	dicot NOUN	
Gastropoda#class	en	gastropoda	0	gastropoday NOUN	
Gastropoda#class	en	snails and slugs	0	snail NOUN	and CCONJ cc> slug NOUN | slug NOUN conj> snail NOUN
Gastropoda#class	en	gastropod molluscs	2	mollusc NOUN	gastropod NOUN compound> mollusc NOUN
Insect#class	en	insects	0	insects NOUN	
Jellyfish#class	en	scyphozoa	0	scyphozoa NOUN	
Jellyfish#class	en	jellyfish	0	jellyfish NOUN	
Jellyfish#class	en	jellies	2	jelly NOUN	
Jellyfish#class	en	scyphozoans	2	scyphozoan NOUN	
Jellyfish#class	en	true jellyfish	2	jellyfish NOUN	true ADJ amod> jellyfish NOUN
Malacostraca#class	en	malacostraca	0	malacostraca NOUN	
Malacostraca#class	en	malacostracans	2	malacostracan NOUN	
Monocotyledon#class	en	monocotyledons	0	monocotyledon NOUN	
Monocotyledon#class	en	monocots	2	monocot NOUN	
Polychaete#class	en	polychaete worms	0	worm NOUN	polychaete NOUN compound> worm NOUN
Polychaete#class	en	bristle worms	2	worm NOUN	bristle NOUN compound> worm NOUN
Reptile#class	en	reptilia	0	reptilia NOUN	
Reptile#class	en	reptiles	0	reptile NOUN	
Sarcopterygii#class	en	sarcopterygii	0	sarcopterygii NOUN	
Sarcopterygii#class	en	lobe-finned fishes	0	fishes NOUN	lobe NOUN obl:npmod> finn VERB | - PUNCT punct> finn VERB | finn VERB amod> fishes NOUN
Sea_star#class	en	asteroidea	0	asteroidea NOUN	
Sea_star#class	en	starfish	0	starfish NOUN	
Sea_urchin#class	en	echinoidea	0	echinoidea NOUN	
Sea_urchin#class	en	sea urchins	0	urchin NOUN	sea NOUN compound> urchin NOUN
Synapsid#class	en	synapsids	0	synapsid NOUN	
Synapsid#class	en	mammal-like reptiles	2	reptile NOUN	mammal ADJ amod> like ADJ | - PUNCT punct> like ADJ | like ADJ amod> reptile NOUN
Antarctic_ecozone#ecozone	en	antarctica	0	antarctica NOUN	
Abelisauridae#family	en	abelisaurs	0	abelisaur NOUN	
Agamidae#family	en	agamid lizards	0	lizard NOUN	agamid ADJ amod> lizard NOUN
Albatross#family	en	albatrosses	0	albatross NOUN	
Alligatoridae#family	en	alligators and caimans	0	alligator NOUN	and CCONJ cc> caiman NOUN | caiman NOUN conj> alligator NOUN
Amaryllidaceae#family	en	amaryllidaceae	0	amaryllidacea NOUN	
Anatidae#family	en	anatidae	0	anatida NOUN	
Anatidae#family	en	ducks, geese and swans	0	duck NOUN	, PUNCT punct> geese NOUN | geese NOUN conj> duck NOUN | and CCONJ cc> swan NOUN | swan NOUN conj> duck NOUN
Ant#family	en	ants	0	ant NOUN	
Apidae#family	en	apidae	0	apida NOUN	
Apidae#family	en	bees 	0	be NOUN	
Araceae#family	en	araceae	0	aracea NOUN	
Asparagaceae#family	en	asparagus family	0	family NOUN	asparagus NOUN compound> family NOUN
Asteraceae#family	en	asteraceae	0	asteracea NOUN	
Atelidae#family	en	atelidae	0	atelida NOUN	
Auk#family	en	auks	0	auk NOUN	
Balaenidae#family	en	balaenidae	0	balaenida NOUN	
Balaenidae#family	en	right whales	0	whale NOUN	right ADJ amod> whale NOUN
Bear#family	en	bears	0	bear NOUN	
Birds_of_Paradise#family	en	birds of paradise	0	bird NOUN	of ADP case> paradise NOUN | paradise NOUN nmod> bird NOUN
Blesmol#family	en	mole rats	0	rat NOUN	mole NOUN compound> rat NOUN
Blesmol#family	en	blesmols	2	blesmol NOUN	
Boidae#family	en	boas and pythons	0	boa NOUN	and CCONJ cc> python NOUN | python NOUN conj> boa NOUN
Bovid#family	en	bovids	2	bovid NOUN	
Bovid#family	en	bovines	2	bovine NOUN	
Bustard#family	en	otididae	0	otidida NOUN	
Canidae#family	en	canidae	0	canida NOUN	
Canidae#family	en	dogs	0	dog NOUN	
Canidae#family	en	canines	2	canine NOUN	
Carcharodontosauridae#family	en	carcharodontosaurids	0	carcharodontosaurid NOUN	
Carcharodontosauridae#family	en	shark-toothed lizards	2	lizard NOUN	shark NOUN obl:npmod> tooth VERB | - PUNCT punct> tooth VERB | tooth VERB amod> lizard NOUN
Caviidae#family	en	cavies	0	cavy NOUN	
Ceratopsidae#family	en	ceratopsidae	0	ceratopsida NOUN	
Chameleon#family	en	chameleons	0	chameleon NOUN	
Characidae#family	en	characids	0	characid NOUN	
Characidae#family	en	characins	2	characin NOUN	
Charadriidae#family	en	plovers and lapwings	0	plover NOUN	and CCONJ cc> lapwing NOUN | lapwing NOUN conj> plover NOUN
Cheirogaleidae#family	en	dwarf and mouse lemurs	0	dwarf NOUN	and CCONJ cc> lemur NOUN | mouse NOUN compound> lemur NOUN | lemur NOUN conj> dwarf NOUN
Cheirogaleidae#family	en	dwarf lemurs	2	lemur NOUN	dwarf ADJ amod> lemur NOUN
Cheirogaleidae#family	en	mouse lemurs	2	lemur NOUN	mouse NOUN compound> lemur NOUN
Coccinellidae#family	en	ladybirds	0	ladybird NOUN	
Coccinellidae#family	en	lady beetles	2	beetle NOUN	lady NOUN compound> beetle NOUN
Coccinellidae#family	en	ladybugs	2	ladybug NOUN	
Colubrid#family	en	colubrid snakes	0	snake NOUN	colubrid NOUN compound> snake NOUN
Colubrid#family	en	colubrids	2	colubrid NOUN	
Columbidae#family	en	columbidae	0	columbida NOUN	
Columbidae#family	en	pigeons and doves	0	pigeon NOUN	and CCONJ cc> dove NOUN | dove NOUN conj> pigeon NOUN
Conidae#family	en	conidae	0	conida NOUN	
Corvidae#family	en	corvidae	0	corvida NOUN	
Corvidae#family	en	crows and ravens	0	crow NOUN	and CCONJ cc> raven NOUN | raven NOUN conj> crow NOUN
Corvidae#family	en	corvids	2	corvid NOUN	
Corvidae#family	en	crow family	2	family NOUN	crow NOUN compound> family NOUN
Crane_bird#family	en	gruidae	0	gruida NOUN	
Crane_bird#family	en	cranes	0	crane NOUN	
Crocodile#family	en	crocodile family	0	family NOUN	crocodile NOUN compound> family NOUN
Dasyuridae#family	en	dasyuridae	0	dasyurida NOUN	
Dasyuridae#family	en	dasyurid marsupials	0	marsupial NOUN	dasyurid ADJ amod> marsupial NOUN
Deer#family	en	deer	0	deer NOUN	
Dormouse#family	en	dormice	0	dormice NOUN	
Dromaeosauridae#family	en	dromaeosauridae	0	dromaeosaurida NOUN	
Dromaeosauridae#family	en	dromaeosaurs	0	dromaeosaur NOUN	
Dromaeosauridae#family	en	raptors	2	raptor NOUN	
Droseraceae#family	en	sundew family	0	family NOUN	sundew NOUN compound> family NOUN
Eared_seal#family	en	fur seals and sea lions	0	seal NOUN	fur NOUN compound> seal NOUN | and CCONJ cc> lion NOUN | sea NOUN compound> lion NOUN | lion NOUN conj> seal NOUN
Eared_seal#family	en	eared seals	2	seals NOUN	eared ADJ amod> seals NOUN
Eared_seal#family	en	otariids	2	otariid NOUN	
Earless_seal#family	en	phocidae	0	phocida NOUN	
Earless_seal#family	en	true seals	0	seals NOUN	true ADJ amod> seals NOUN
Earless_seal#family	en	crawling seals	2	seals NOUN	crawling NOUN compound> seals NOUN
Elapidae#family	en	elapidae	0	elapida NOUN	
Elephant_shrew#family	en	elephant shrews	0	shrews NOUN	elephant NOUN compound> shrews NOUN
Elephant_shrew#family	en	jumping shrews	2	shrews NOUN	jumping NOUN compound> shrews NOUN
Elephant_shrew#family	en	sengis	2	sengis NOUN	
Erinaceidae#family	en	hedgehogs and moonrats	0	hedgehog NOUN	and CCONJ cc> moonrat NOUN | moonrat NOUN conj> hedgehog NOUN
Erinaceidae#family	en	gymnures	2	gymnure NOUN	
Fagaceae#family	en	fagaceae	0	fagacea NOUN	
Fagaceae#family	en	beech family	2	family NOUN	beech NOUN compound> family NOUN
Felidae#family	en	felidae	0	felida NOUN	
Felidae#family	en	cats	0	cat NOUN	
Felidae#family	en	felids	2	felid NOUN	
Felidae#family	en	felines	2	feline NOUN	
Finch#family	en	finches	0	finch NOUN	
Finch#family	en	true finches	2	finches NOUN	true ADJ amod> finches NOUN
Firefly#family	en	fireflies	0	firefly NOUN	
Firefly#family	en	glow-worms	2	worm NOUN	glow NOUN compound> worm NOUN | - PUNCT punct> worm NOUN
Firefly#family	en	lightning bugs	2	bug NOUN	lightning NOUN compound> bug NOUN
Gecko#family	en	geckos	0	gecko NOUN	
Gibbon#family	en	gibbons	0	gibbon NOUN	
Gibbon#family	en	lesser apes	2	ap NOUN	lesser ADJ amod> ap NOUN
Giraffidae#family	en	giraffids	2	giraffid NOUN	
Grebe#family	en	grebes	0	grebe NOUN	
Gull#family	en	laridae	0	larida NOUN	
Gull#family	en	seagulls	2	seagull NOUN	
Helicidae#family	en	helicidae	0	helicida NOUN	
Heron#family	en	herons, egrets and bitterns	0	heron NOUN	, PUNCT punct> egret NOUN | egret NOUN conj> heron NOUN | and CCONJ cc> bittern NOUN | bittern NOUN conj> heron NOUN
Hominidae#family	en	great apes	0	ap NOUN	great ADJ amod> ap NOUN
Hominidae#family	en	hominids	2	hominid NOUN	
Horseshoe_bat#family	en	horseshoe bats	0	bat NOUN	horseshoe NOUN compound> bat NOUN
Hummingbird#family	en	hummingbirds	0	hummingbird NOUN	
Hyena#family	en	hyaenidae	0	hyaenida NOUN	
Iguanidae#family	en	iguanas	0	iguana NOUN	
Iniidae#family	en	iniidae	0	iniida NOUN	
Jumping_spider#family	en	jumping spiders	0	spider NOUN	jumping NOUN compound> spider NOUN
Jumping_spider#family	en	salticids	2	salticid NOUN	
Lacertidae#family	en	lacertidae	0	lacertida NOUN	
Lacertidae#family	en	wall lizards	0	lizard NOUN	wall NOUN compound> lizard NOUN
Lacertidae#family	en	lacertids	2	lacertid NOUN	
Lacertidae#family	en	true lizards	2	lizard NOUN	true ADJ amod> lizard NOUN
Lamnidae#family	en	lamnidae	0	lamnida NOUN	
Lemuridae#family	en	lemuridae	0	lemurida NOUN	
Lemuridae#family	en	true lemurs	0	lemur NOUN	true ADJ amod> lemur NOUN
Leporidae#family	en	leporidae	0	leporida NOUN	
Leporidae#family	en	hares and rabbits	0	hare NOUN	and CCONJ cc> rabbit NOUN | rabbit NOUN conj> hare NOUN
Liliaceae#family	en	lilies	0	lily NOUN	
Liliaceae#family	en	lily family	2	family NOUN	lily ADJ amod> family NOUN
Lungless_salamander#family	en	plethodontidae	0	plethodontida NOUN	
Lungless_salamander#family	en	lungless salamanders	0	salamander NOUN	lungless ADJ amod> salamander NOUN
Lycaenidae#family	en	gossamer-winged butterflies	0	butterfly NOUN	gossamer NOUN obl:npmod> win VERB | - PUNCT punct> win VERB | win VERB amod> butterfly NOUN
Macropod#family	en	kangaroos and wallabies	0	kangaroo NOUN	and CCONJ cc> wallaby NOUN | wallaby NOUN conj> kangaroo NOUN
Macropod#family	en	macropods	2	macropod NOUN	
Manakin#family	en	manakins	0	manakin NOUN	
Manidae#family	en	manidae	0	manida NOUN	
Megabat#family	en	megabats	0	megabat NOUN	
Megapode#family	en	megapodiidae	0	megapodiida NOUN	
Megapode#family	en	megapodes	0	megapode NOUN	
Megapode#family	en	incubator birds	2	bird NOUN	incubator NOUN compound> bird NOUN
Megapode#family	en	mound builders	2	builders NOUN	mound NOUN compound> builders NOUN
Mongoose#family	en	mongooses	0	mongoose NOUN	
Monodontidae#family	en	white whales	0	whale NOUN	white ADJ amod> whale NOUN
Muridae#family	en	muridae	0	murida NOUN	
Mustelidae#family	en	weasel family	0	family NOUN	weasel NOUN compound> family NOUN
Mustelidae#family	en	mustelids	2	mustelid NOUN	
New_World_vulture#family	en	cathartidae	0	cathartida NOUN	
Nymphalidae#family	en	brush-footed butterflies	0	butterfly NOUN	brush NOUN obl:npmod> foote VERB | - PUNCT punct> foote VERB | foote VERB amod> butterfly NOUN
Oceanic_dolphin#family	en	oceanic dolphins	0	dolphin NOUN	oceanic ADJ amod> dolphin NOUN
Octopodidae#family	en	octopodidae	0	octopodida NOUN	
Old_World_monkey#family	en	old world monkeys	0	monkey NOUN	old ADJ amod> world NOUN | world NOUN compound> monkey NOUN
Orb-weaver_spider#family	en	orb weavers	0	weaver NOUN	orb ADJ amod> weaver NOUN
Orb-weaver_spider#family	en	orb spiders	2	spider NOUN	orb ADJ amod> spider NOUN
Orchidaceae#family	en	orchids	0	orchid NOUN	
Orchidaceae#family	en	orchid family	2	family NOUN	orchid ADJ amod> family NOUN
Penguin#family	en	penguins	0	penguin NOUN	
Phasianidae#family	en	pheasants and partridges	0	pheasant NOUN	and CCONJ cc> partridge NOUN | partridge NOUN conj> pheasant NOUN
Pitheciidae#family	en	cebidae	0	cebida NOUN	
Pitheciidae#family	en	titis, sakis and uakaris	0	titis NOUN	, PUNCT punct> sakis NOUN | sakis NOUN conj> titis NOUN | and CCONJ cc> uakaris NOUN | uakaris NOUN conj> titis NOUN
Poaceae#family	en	grasses	0	grass NOUN	
Procellariidae#family	en	petrels and shearwaters	0	petrel NOUN	and CCONJ cc> shearwater NOUN | shearwater NOUN conj> petrel NOUN
Protoceratopsid#family	en	protoceratopsidae	0	protoceratopsida NOUN	
Requiem_shark#family	en	requiem sharks	0	shark NOUN	requiem NOUN compound> shark NOUN
Rhinoceros#family	en	rhinoceroses	0	rhinocerose NOUN	
Rhinoceros#family	en	rhinos	2	rhino NOUN	
Rorqual#family	en	balaenidae	0	balaenida NOUN	
Rorqual#family	en	rorqual family	0	family NOUN	rorqual ADJ amod> family NOUN
Rosaceae#family	en	rose family	0	family NOUN	rose NOUN compound> family NOUN
Rosaceae#family	en	roses	2	ros NOUN	
Salamandridae#family	en	true salamanders and newts	0	salamander NOUN	true ADJ amod> salamander NOUN | and CCONJ cc> newt NOUN | newt NOUN conj> salamander NOUN
Salmonidae#family	en	salmon family	0	family NOUN	salmon NOUN compound> family NOUN
Sciuridae#family	en	squirrels	0	squirrel NOUN	
Sea_turtle#family	en	sea turtles	0	turtle NOUN	sea NOUN compound> turtle NOUN
Shrew#family	en	soricidae	0	soricida NOUN	
Suidae#family	en	suidae	0	suida NOUN	
Sulidae#family	en	sulidae	0	sulida NOUN	
Swallow#family	en	swallows and martins	0	swallow NOUN	and CCONJ cc> martin NOUN | martin NOUN conj> swallow NOUN
Swallowtail_butterfly#family	en	papilionidae	0	papilionida NOUN	
Swift#family	en	apodidae	0	apodida NOUN	
Syngnathidae#family	en	syngnathidae	0	syngnathida NOUN	
Syngnathidae#family	en	seahorses and pipefish	0	seahorse NOUN	and CCONJ cc> pipefish NOUN | pipefish NOUN conj> seahorse NOUN
Talpidae#family	en	moles and desmans	0	mole NOUN	and CCONJ cc> desman NOUN | desman NOUN conj> mole NOUN
Tarantula#family	en	tarantulas	0	tarantula NOUN	
Tarsiidae#family	en	tarsiidae	0	tarsiida NOUN	
Taxaceae#family	en	taxaceae	0	taxacea NOUN	
Tern#family	en	sternidae	0	sternida NOUN	
Therizinosauridae#family	en	therizinosaurs	0	therizinosaur NOUN	
Tit_bird#family	en	paridae	0	parida NOUN	
Tit_bird#family	en	tits and chickadees	0	tits NOUN	and CCONJ cc> chickadee NOUN | chickadee NOUN conj> tits NOUN
Tortoise#family	en	tortoises	0	tortoise NOUN	
True_frog#family	en	ranidae	0	ranida NOUN	
True_frog#family	en	true frogs	0	frog NOUN	true ADJ amod> frog NOUN
True_owl#family	en	strigidae	0	strigida NOUN	
True_owl#family	en	true owls	0	owl NOUN	true ADJ amod> owl NOUN
True_owl#family	en	typical owls	2	owl NOUN	typical ADJ amod> owl NOUN
True_parrots#family	en	true parrots	0	parrot NOUN	true ADJ amod> parrot NOUN
True_toad#family	en	true toads	0	toad NOUN	true ADJ amod> toad NOUN
True_toad#family	en	toads	2	toad NOUN	
Tyrannosauridae#family	en	tyrannosauridae	0	tyrannosaurida NOUN	
Tyrannosauridae#family	en	tyrannosaurs	0	tyrannosaur NOUN	
Vesper_bat#family	en	vesper bats	0	bat NOUN	vesper NOUN compound> bat NOUN
Vesper_bat#family	en	evening bats	2	bat NOUN	evening NOUN compound> bat NOUN
Vespidae#family	en	wasps	0	wasp NOUN	
Viperidae#family	en	vipers	0	viper NOUN	
Wolf_spider#family	en	lycosidae	0	lycosida NOUN	
Woodpecker#family	en	woodpeckers	0	woodpecker NOUN	
Accipiter#genus	en	accipiter	0	accipiter NOUN	
Acinonyx#genus	en	acinonyx	0	acinonyx NOUN	
Acrocephalus#genus	en	acrocephalus	0	acrocephalus NOUN	
Aeshna#genus	en	aeshna	0	aeshna NOUN	
Aix_genus#genus	en	aix	0	aix NOUN	
Alauda#genus	en	alauda	0	alauda NOUN	
Alcedo#genus	en	alcedo	0	alcedo NOUN	
Alectoris#genus	en	alectoris	0	alectoris NOUN	
Alliums#genus	en	allium	0	allium NOUN	
Anas#genus	en	anas	0	ana NOUN	
Anguis#genus	en	anguis	0	anguis NOUN	
Anser_genus#genus	en	anser	0	anser NOUN	
Antilocapra#genus	en	antilocapra	0	antilocapra NOUN	
Aptenodytes#genus	en	aptenodytes	0	aptenodyte NOUN	
Aptenodytes#genus	en	great penguins	0	penguin NOUN	great ADJ amod> penguin NOUN
Apus_genus#genus	en	apus	0	apus NOUN	
Aquila_genus#genus	en	aquila	0	aquila NOUN	
Araneus#genus	en	araneus	0	araneus NOUN	
Arctocephalus#genus	en	southern fur seals	0	seals NOUN	southern ADJ amod> fur NOUN | fur NOUN compound> seals NOUN
Ardea_genus#genus	en	ardea	0	ardea NOUN	
Argynnis#genus	en	argynnis	0	argynnis NOUN	
Asio#genus	en	asio	0	asio NOUN	
Asio#genus	en	eared owls	0	owl NOUN	eared ADJ amod> owl NOUN
Athene_owl#genus	en	athene	0	athene NOUN	
Aurelia_genus#genus	en	aurelia	0	aurelia NOUN	
Avocet#genus	en	recurvirostra	0	recurvirostra NOUN	
Baboon#genus	en	papio	0	papio NOUN	
Baboon#genus	en	baboons	0	baboon NOUN	
Balaena#genus	en	balaena	0	balaena NOUN	
Balaenoptera#genus	en	balaenoptera	0	balaenoptera NOUN	
Balaenoptera#genus	en	rorquals	0	rorqual NOUN	
Banded_penguin#genus	en	banded penguins	0	penguin NOUN	banded VERB amod> penguin NOUN
Beaver#genus	en	castor	0	castor NOUN	
Beaver#genus	en	beavers	0	beavers NOUN	
Beech#genus	en	fagus	0	fagus NOUN	
Boa_genus#genus	en	boa	0	boa NOUN	
Bos#genus	en	bos	0	bos NOUN	
Botaurus#genus	en	botaurus	0	botaurus NOUN	
Bottlenose_dolphin#genus	en	bottlenose dolphins	0	dolphin NOUN	bottlenose NOUN compound> dolphin NOUN
Branta#genus	en	branta	0	branta NOUN	
Branta#genus	en	black geese	0	geese NOUN	black ADJ amod> geese NOUN
Branta#genus	en	brent geese	2	geese NOUN	brent ADJ amod> geese NOUN
Bumblebee#genus	en	bombus	0	bombus NOUN	
Bumblebee#genus	en	bumblebees	0	bumblebee NOUN	
Bumblebee#genus	en	bumble bee	2	bee NOUN	bumble ADJ amod> bee NOUN
Burhinus#genus	en	burhinus	0	burhinus NOUN	
Buteo#genus	en	buteo	0	buteo NOUN	
Caiman_genus#genus	en	caiman	0	caiman NOUN	
Calopteryx#genus	en	calopteryx	0	calopteryx NOUN	
Camel#genus	en	camelus	0	camelus NOUN	
Camel#genus	en	camels	0	camels NOUN	
Canis#genus	en	canis	0	canis NOUN	
Capra_genus#genus	en	capra	0	capra NOUN	
Capra_genus#genus	en	ibex and goats	0	ibex NOUN	and CCONJ cc> goat NOUN | goat NOUN conj> ibex NOUN
Capreolus#genus	en	capreolus	0	capreolus NOUN	
Caprimulgus#genus	en	caprimulgus	0	caprimulgus NOUN	
Capuchin_monkey#genus	en	cebus	0	cebus NOUN	
Capuchin_monkey#genus	en	capuchin monkeys	0	monkey NOUN	capuching NOUN compound> monkey NOUN
Capuchin_monkey#genus	en	capuchins	2	capuchin NOUN	
Carduelis#genus	en	carduelis	0	carduelis NOUN	
Carduelis#genus	en	goldfinches	0	goldfinch NOUN	
Certhia#genus	en	certhia	0	certhia NOUN	
Cervus#genus	en	cervus	0	cervus NOUN	
Cetorhinus#genus	en	cetorhinus	0	cetorhinus NOUN	
Charadrius#genus	en	ringed plovers	0	plover NOUN	ring VERB amod> plover NOUN
Chelonia#genus	en	chelonia	0	chelonia NOUN	
Chen_genus#genus	en	chen	0	chen NOUN	
Chimpanzee#genus	en	pan	0	pan NOUN	
Chimpanzee#genus	en	chimpanzees	0	chimpanzee NOUN	
Chimpanzee#genus	en	chimps	2	chimp NOUN	
Chough#genus	en	pyrrhocorax	0	pyrrhocorax NOUN	
Coelodonta#genus	en	coelodonta	0	coelodonta NOUN	
Columba_genus#genus	en	columba	0	columba NOUN	
Columba_genus#genus	en	typical pigeons	2	pigeon NOUN	typical ADJ amod> pigeon NOUN
Common_dolphin#genus	en	delphinus	0	delphinus NOUN	
Coot#genus	en	fulica	0	fulica NOUN	
Cormorant#genus	en	phalacrocorax	0	phalacrocorax NOUN	
Corvus_genus#genus	en	corvus	0	corvus NOUN	
Corvus_genus#genus	en	true crows	0	crow NOUN	true ADJ amod> crow NOUN
Crested_penguin#genus	en	crested penguins	0	penguin NOUN	crested VERB amod> penguin NOUN
Crocodylus#genus	en	crocodylus	0	crocodylus NOUN	
Crocodylus#genus	en	crocodiles	0	crocodile NOUN	
Crocuta#genus	en	crocuta	0	crocuta NOUN	
Culicoides#genus	en	culicoides	0	culicoide NOUN	
Dama#genus	en	dama	0	dama NOUN	
Dipper#genus	en	cinclus	0	cinclus NOUN	
Dytiscus#genus	en	dytiscus	0	dytiscus NOUN	
Echis#genus	en	echis	0	echis NOUN	
Eciton#genus	en	eciton	0	eciton NOUN	
Egretta#genus	en	egretta	0	egretta NOUN	
Elm#genus	en	ulmus	0	ulmus NOUN	
Engraulis#genus	en	engraulis	0	engraulis NOUN	
Eptesicus#genus	en	eptesicus	0	eptesicus NOUN	
Equus_genus#genus	en	equus	0	equus NOUN	
Erithacus#genus	en	erithacus	0	erithacus NOUN	
Euophrys#genus	en	euophrys	0	euophry NOUN	
Eurycea#genus	en	eurycea	0	eurycea NOUN	
Falcon#genus	en	falco	0	falco NOUN	
Felis#genus	en	felis	0	felis NOUN	
Ficedula#genus	en	ficedula	0	ficedula NOUN	
Flamingo#genus	en	flamingos	0	flamingo NOUN	
Formica#genus	en	formica	0	formica NOUN	
Formica#genus	en	wood ants	0	ant NOUN	wood NOUN compound> ant NOUN
Formica#genus	en	field ants	2	ant NOUN	field NOUN compound> ant NOUN
Formica#genus	en	mound ants	2	ant NOUN	mound NOUN compound> ant NOUN
Fringilla#genus	en	fringilla	0	fringilla NOUN	
Fritillaria#genus	en	fritillaria	0	fritillaria NOUN	
Furcifer#genus	en	furcifer	0	furcifer NOUN	
Gannet#genus	en	morus	0	morus NOUN	
Gannet#genus	en	gannets	0	gannet NOUN	
Garrulus#genus	en	garrulus	0	garrulus NOUN	
Gavialis#genus	en	gavialis	0	gavialis NOUN	
Glis#genus	en	glis	0	glis NOUN	
Goldeneye_duck#genus	en	bucephala	0	bucephala NOUN	
Gonepteryx#genus	en	gonepteryx	0	gonepteryx NOUN	
Gorilla#genus	en	gorilla	0	gorilla NOUN	
Gorilla#genus	en	gorillas	0	gorilla NOUN	
Grus_genus#genus	en	grus	0	grus NOUN	
Gulo#genus	en	gulo	0	gulo NOUN	
Hare#genus	en	lepus	0	lepus NOUN	
Harrier_bird#genus	en	circus	0	circus NOUN	
Harrier_bird#genus	en	harriers	0	harrier NOUN	
Helix_gastropod#genus	en	helix	0	helix NOUN	
Hippopotamus_genus#genus	en	hippopotamus	0	hippopotamus NOUN	
Hirundo#genus	en	hirundo	0	hirundo NOUN	
Homo#genus	en	homo	0	homo NOUN	
Homo#genus	en	man	2	man NOUN	
Horned_owl#genus	en	bubo	0	bubo NOUN	
Horned_owl#genus	en	horned owls	0	owl NOUN	horned ADJ amod> owl NOUN
Hornet#genus	en	vespa	0	vespa NOUN	
Hypericum#genus	en	hypericum	0	hypericum NOUN	
Inia#genus	en	inia	0	inia NOUN	
Kinglet#genus	en	regulus	0	regulus NOUN	
Kittiwake#genus	en	rissa	0	rissa NOUN	
Kiwi#genus	en	apteryx	0	apteryx NOUN	
Kiwi#genus	en	kiwis	0	kiwis NOUN	
Lacerta_genus#genus	en	lacerta	0	lacerta NOUN	
Lagopus#genus	en	lagopus	0	lagopus NOUN	
Lama_genus#genus	en	lama	0	lama NOUN	
Lampetra#genus	en	lampetra	0	lampetra NOUN	
Larus#genus	en	larus	0	larus NOUN	
Larus#genus	en	gulls	0	gull NOUN	
Lasius#genus	en	lasius	0	lasius NOUN	
Laticauda#genus	en	laticauda	0	laticauda NOUN	
Laticauda#genus	en	sea kraits	0	krait NOUN	sea NOUN compound> krait NOUN
Leaf-warbler#genus	en	leaf warblers	0	warbler NOUN	leaf NOUN compound> warbler NOUN
Leptodactylus#genus	en	leptodactylus	0	leptodactylus NOUN	
Leptodactylus#genus	en	ditch frogs	0	frog NOUN	ditch NOUN compound> frog NOUN
Leptodactylus#genus	en	foam-nest frogs	2	frog NOUN	foam NOUN compound> nest NOUN | - PUNCT punct> nest NOUN | nest NOUN compound> frog NOUN
Leptodactylus#genus	en	white-lipped frogs	2	frog NOUN	white ADJ obl:npmod> lip VERB | - PUNCT punct> lip VERB | lip VERB amod> frog NOUN
Loon#genus	en	gavia	0	gavia NOUN	
Loon#genus	en	divers	0	diver NOUN	
Loon#genus	en	loons	2	loon NOUN	
Luscinia#genus	en	luscinia	0	luscinia NOUN	
Lutra#genus	en	lutra	0	lutra NOUN	
Lutung#genus	en	lutungs	0	lutung NOUN	
Lynx#genus	en	lynx	0	lynx NOUN	
Macaque#genus	en	macaques	0	macaque NOUN	
Macropus#genus	en	macropus	0	macropus NOUN	
Mammoth#genus	en	mammoths	0	mammoth NOUN	
Maple#genus	en	acer 	0	acer NOUN	
Mara_mammal#genus	en	dolichotis	0	dolichotis NOUN	
Marten#genus	en	martes	0	marte NOUN	
Mastodon#genus	en	mammut	0	mammut NOUN	
Milvus#genus	en	milvus	0	milvus NOUN	
